#{"t_start": 1774620365.5528686, "env_id": "None"}
r,l,t
379.864013,50,671.986196
386.823568,50,672.581505
377.641322,50,673.189408
378.451809,50,673.790349
381.528804,50,674.401237
382.292742,50,674.990008
385.169465,50,675.578596
379.998601,50,676.162907
382.371109,50,676.748774
384.030767,50,677.338346
385.837399,50,677.93364
386.46027,50,678.530842
384.652033,50,679.14926
367.946093,50,679.74099
354.854949,50,680.780969
386.382698,50,681.370217
389.067805,50,681.956177
384.470255,50,682.540018
384.185025,50,683.1229
379.79806,50,683.712227
381.334237,50,684.335413
381.668979,50,684.922578
366.565364,50,685.537149
381.173436,50,686.129244
383.368338,50,686.717664
385.784649,50,687.310795
376.505837,50,687.899227
382.807671,50,688.504906
377.729483,50,689.194943
387.62495,50,689.792949
385.593288,50,690.394352
383.195755,50,690.995099
378.401869,50,691.581478
379.168026,50,692.177279
380.531341,50,692.858061
382.339789,50,693.45275
384.467786,50,694.051384
382.441232,50,694.694766
379.366449,50,695.310822
380.347722,50,695.898095
381.785924,50,696.482619
377.224292,50,697.083325
385.064549,50,697.668919
382.176652,50,698.254176
375.030266,50,698.839265
377.205167,50,699.441146
381.173384,50,700.037409
377.961778,50,700.647874
378.554379,50,701.246262
370.510707,50,701.834385
386.303646,50,702.41849
382.767787,50,703.134818
380.646739,50,703.775684
377.152356,50,704.383888
381.359904,50,705.453981
383.868589,50,706.039805
377.365502,50,706.683819
372.740508,50,707.365318
386.667275,50,707.978615
375.111541,50,708.620694
382.074539,50,709.216257
381.368802,50,709.854514
384.191297,50,710.438108
377.248252,50,711.023737
388.31354,50,711.611207
380.380109,50,712.204877
376.910553,50,712.793634
384.03116,50,713.416499
375.675103,50,714.009561
374.573442,50,714.594551
379.118951,50,715.185444
373.79226,50,715.771009
379.650689,50,716.356113
367.186008,50,716.940312
372.444258,50,717.541504
373.585737,50,718.122684
350.218168,50,718.70773
378.304004,50,719.310042
376.588629,50,719.918787
380.917078,50,720.531463
371.413898,50,721.135701
375.293315,50,721.748034
379.124678,50,722.36252
375.890729,50,722.965989
359.256196,50,723.588573
376.439505,50,724.176073
372.518532,50,724.761856
372.983447,50,725.365377
365.414821,50,725.951144
372.962494,50,726.538651
376.951537,50,727.129409
383.352758,50,727.722236
385.764193,50,728.309309
381.581833,50,728.908183
376.037385,50,729.971793
374.251743,50,730.580038
376.155864,50,731.172026
381.33411,50,731.76751
378.323357,50,732.356003
382.26398,50,732.942242
374.966442,50,733.528488
373.980333,50,734.136419
381.237218,50,734.747256
375.62643,50,735.351445
376.769577,50,735.956654
380.360506,50,736.545807
378.571113,50,737.166656
381.834972,50,737.770475
380.499009,50,738.367592
375.026632,50,738.975896
385.909778,50,739.557053
383.808464,50,740.143825
379.917044,50,740.729923
381.852287,50,741.325123
388.442306,50,741.910267
384.947374,50,742.495593
381.974311,50,743.079966
388.582162,50,743.659085
383.643462,50,744.252737
390.336741,50,744.844179
382.914192,50,745.430343
378.522422,50,746.010435
387.563032,50,746.595803
371.631674,50,747.181757
379.450472,50,747.761418
383.239204,50,748.345878
387.133291,50,748.927938
379.053398,50,749.527938
372.249,50,750.11722
386.361947,50,750.700605
373.004008,50,751.316305
379.589234,50,751.903198
381.78536,50,752.490535
379.970785,50,753.090873
381.273085,50,754.222095
382.931676,50,754.809606
377.364455,50,755.393112
380.853682,50,755.998695
384.765317,50,756.613162
370.499297,50,757.214121
379.94527,50,757.817706
382.014898,50,758.40696
358.975596,50,758.992719
359.337608,50,759.589167
371.123094,50,760.177342
371.290577,50,760.764114
383.25721,50,761.348849
386.02401,50,761.960878
378.834142,50,762.565157
377.335015,50,763.162083
374.281373,50,763.759743
377.748851,50,764.360986
378.56169,50,764.945782
375.315605,50,765.527897
381.863308,50,766.109988
379.267477,50,766.735009
373.01682,50,767.325063
377.834538,50,767.923858
380.210787,50,768.526636
373.725841,50,769.116723
378.814438,50,769.710107
372.214632,50,770.298496
387.172581,50,770.883308
378.270953,50,771.462088
377.05178,50,772.056098
371.97109,50,772.647414
372.235291,50,773.232304
384.678003,50,773.820339
378.415172,50,774.408316
377.647525,50,774.998334
382.102876,50,775.582232
383.544136,50,776.171433
371.329855,50,776.759658
371.387462,50,777.348479
376.343043,50,778.377486
371.954676,50,778.992261
376.178575,50,779.602649
382.402248,50,780.213571
374.7191,50,780.836118
378.566927,50,781.428148
370.974292,50,782.024528
390.073766,50,782.618747
380.880406,50,783.209535
383.95281,50,783.791506
374.467507,50,784.392391
372.403347,50,784.993804
371.549202,50,785.58759
374.140362,50,786.182822
367.409184,50,786.776985
373.29205,50,787.375451
292.768148,50,787.956324
385.342791,50,788.540888
377.561883,50,789.123564
378.26261,50,789.72881
377.848064,50,790.322116
371.406558,50,790.906961
373.142519,50,791.491912
380.505972,50,792.086405
373.150405,50,792.672974
384.679696,50,793.268699
377.574546,50,793.867332
376.43775,50,794.458308
379.80924,50,795.041538
372.363717,50,795.633279
379.901374,50,796.241146
378.249735,50,796.837536
374.68685,50,797.430017
383.992997,50,798.014865
383.051131,50,798.611285
376.092128,50,799.194866
382.759845,50,799.791774
380.767741,50,800.401879
371.519422,50,800.986518
377.09695,50,801.575479
382.351499,50,802.609421
376.768273,50,803.218605
385.441147,50,803.834625
385.568456,50,804.446045
385.189861,50,805.047245
383.525543,50,805.649038
387.734936,50,806.237416
378.235737,50,806.824857
376.355017,50,807.417527
387.225211,50,808.017101
377.218648,50,808.599203
377.710781,50,809.200684
380.671441,50,809.816888
389.540342,50,810.406031
385.813493,50,810.992537
379.48414,50,811.593538
379.561817,50,812.18137
377.185085,50,812.77112
370.429445,50,813.356358
374.975055,50,813.945565
377.584073,50,814.628069
374.325292,50,815.244267
381.972491,50,815.830398
382.942092,50,816.446016
382.742441,50,817.060951
380.070104,50,817.666457
382.403519,50,818.268134
380.941766,50,818.884732
383.750664,50,819.467164
385.483207,50,820.064888
379.527875,50,820.655331
382.190752,50,821.238941
377.657486,50,821.846051
382.899377,50,822.457647
373.452096,50,823.068198
375.989965,50,823.662282
383.776269,50,824.276334
378.432844,50,824.868698
376.670106,50,825.459398
375.976619,50,826.04839
372.659623,50,827.123299
378.810951,50,827.71046
384.279766,50,828.312071
377.077983,50,828.92023
379.761529,50,829.529659
377.733714,50,830.142623
382.98765,50,830.730343
383.462318,50,831.318413
370.259928,50,831.921526
377.63529,50,832.530877
383.964938,50,833.138189
382.522481,50,833.749349
378.825251,50,834.354985
386.892907,50,834.982398
381.218661,50,835.594252
384.551644,50,836.174019
382.92034,50,836.760486
376.585232,50,837.3432
376.385648,50,837.932415
370.152441,50,838.510511
362.795374,50,839.102074
367.556129,50,839.692354
377.553355,50,840.27662
380.454261,50,840.863666
383.91912,50,841.453141
378.318716,50,842.048828
377.277034,50,842.629211
378.044898,50,843.216944
372.308774,50,843.806631
367.001045,50,844.43426
377.063238,50,845.022146
378.543546,50,845.603641
380.032631,50,846.188369
381.397038,50,846.782457
387.760269,50,847.389986
375.645885,50,847.984947
381.514262,50,848.566246
375.413777,50,849.157126
380.021438,50,849.737882
381.614921,50,850.328784
383.369395,50,851.372744
380.506447,50,851.9629
372.705075,50,852.54863
366.115089,50,853.148295
376.278892,50,853.73125
375.777037,50,854.32093
360.594608,50,854.910872
340.904395,50,855.501311
360.253186,50,856.085445
372.939313,50,856.707513
382.058576,50,857.298227
383.532598,50,857.914066
378.471605,50,858.506389
387.010379,50,859.102827
382.266254,50,859.698063
385.703915,50,860.311734
383.991005,50,860.926808
381.870955,50,861.541763
376.859933,50,862.147326
380.902628,50,862.742097
383.495298,50,863.331632
383.11239,50,863.924379
383.690001,50,864.509877
382.337294,50,865.097061
381.038248,50,865.678584
376.515132,50,866.260586
376.140196,50,866.855779
385.137479,50,867.441824
375.670009,50,868.02516
380.614183,50,868.650887
371.718333,50,869.24277
384.02358,50,869.833022
377.121612,50,870.450061
384.84776,50,871.037476
384.778313,50,871.64335
385.112418,50,872.247115
378.075926,50,872.832383
372.02189,50,873.433676
384.37674,50,874.026173
384.008951,50,874.6356
377.647042,50,875.773676
375.481344,50,876.392258
380.317353,50,876.983369
385.521731,50,877.575613
382.163154,50,878.171258
383.523625,50,878.765113
387.931718,50,879.376649
372.0257,50,879.979638
376.114798,50,880.565477
375.134809,50,881.154436
385.943353,50,881.741759
383.082665,50,882.367235
382.964696,50,882.977066
379.350403,50,883.569179
381.807142,50,884.160452
380.098627,50,884.740875
385.032994,50,885.328522
386.907145,50,885.914562
380.116531,50,886.521943
382.314471,50,887.114034
381.480402,50,887.698342
373.03393,50,888.291569
381.786264,50,888.917761
375.855646,50,889.502786
368.77649,50,890.085785
373.494205,50,890.671844
376.387847,50,891.270153
381.677119,50,891.863605
381.357472,50,892.453085
385.196448,50,893.057921
381.558544,50,893.666607
381.400656,50,894.283797
385.86016,50,894.880452
382.365557,50,895.480199
379.066248,50,896.062355
375.884239,50,896.653625
379.672418,50,897.252933
380.522541,50,897.834083
372.513339,50,898.431327
384.123157,50,899.056549
384.986358,50,900.096908
378.139651,50,900.689288
332.35662,50,901.267948
379.944232,50,901.857401
382.132773,50,902.440404
377.463061,50,903.027425
374.393647,50,903.620545
385.108953,50,904.2224
384.035809,50,904.814
373.689094,50,905.400313
379.927753,50,905.989635
371.554684,50,906.575006
371.102599,50,907.185666
378.605378,50,907.802849
377.10575,50,908.388196
373.405713,50,908.984885
387.002886,50,909.57804
375.806331,50,910.175933
377.148529,50,910.770216
379.720492,50,911.350965
372.608175,50,911.940675
374.91005,50,912.528011
387.125254,50,913.112931
374.62045,50,913.702364
376.831516,50,914.294271
377.390742,50,914.879369
389.441322,50,915.46191
378.381637,50,916.04915
380.034546,50,916.656293
381.929634,50,917.269685
379.958246,50,917.874022
371.130412,50,918.454693
368.49106,50,919.047031
374.426065,50,919.661826
377.452285,50,920.272573
381.53451,50,920.875718
390.813566,50,921.46921
376.24381,50,922.066865
362.625499,50,922.647261
371.690965,50,923.230001
385.48004,50,924.281723
380.749535,50,924.905441
382.612798,50,925.516801
388.007367,50,926.183098
387.813057,50,926.854277
381.648024,50,927.488426
383.480277,50,928.16302
381.539923,50,928.851466
378.884667,50,929.468318
381.68658,50,930.070338
371.856601,50,930.691365
379.825367,50,931.353779
373.917321,50,932.127983
378.242997,50,932.838949
379.735,50,933.490371
381.089591,50,934.140186
387.47474,50,934.847001
383.948832,50,935.547879
387.717399,50,936.220833
370.63621,50,936.81579
380.753996,50,937.523965
378.290959,50,938.279886
381.538699,50,939.057795
378.06389,50,939.882547
384.478368,50,940.503565
380.217987,50,941.119995
370.120616,50,941.735697
380.699168,50,942.344944
382.547449,50,943.128913
381.666757,50,943.860797
384.210431,50,944.638526
376.667056,50,945.296056
388.018771,50,945.870469
384.324301,50,946.443923
383.271137,50,947.022405
367.059434,50,947.600181
374.422945,50,948.344577
379.576324,50,949.053562
368.766146,50,949.81401
371.712239,50,950.463434
371.926265,50,951.642122
374.620123,50,952.379639
382.579668,50,953.09843
385.184294,50,953.795348
382.905418,50,954.493331
377.172912,50,955.201583
378.836339,50,955.891312
370.628378,50,956.581975
367.868261,50,957.27792
379.167533,50,958.114844
371.716494,50,958.967368
382.919236,50,959.767927
377.198418,50,960.58072
386.089683,50,961.317894
379.484321,50,961.952549
374.691919,50,962.590384
387.672539,50,963.423926
379.455639,50,964.294075
383.632727,50,965.111674
371.545909,50,965.766733
381.743076,50,966.323797
375.475749,50,966.919746
379.355695,50,967.611578
378.75017,50,968.334567
372.484298,50,968.98859
373.769568,50,969.612913
376.789864,50,970.288698
382.753941,50,970.932555
381.502708,50,971.551837
381.191172,50,972.177554
374.731816,50,972.892754
203.357954,50,973.57925
375.248205,50,974.236556
382.443612,50,974.966641
240.795842,50,975.791788
386.05855,50,976.484942
374.286447,50,977.186194
311.669649,50,977.963536
378.976512,50,978.664657
376.411237,50,979.378402
380.640417,50,980.640975
382.432649,50,981.348557
386.357142,50,982.05559
381.260031,50,982.742474
387.140404,50,983.563272
382.394232,50,984.549773
382.441015,50,985.531917
378.826413,50,986.450359
383.800012,50,987.194661
382.730452,50,987.889613
372.336046,50,988.576795
378.857599,50,989.311272
379.86166,50,990.005454
378.812273,50,990.687695
383.127031,50,991.396301
381.768271,50,992.079853
380.01778,50,992.760739
373.388258,50,993.439661
376.9108,50,994.120052
376.462829,50,994.801213
386.154001,50,995.471804
384.388284,50,996.190264
385.814882,50,996.918261
379.520898,50,997.622902
383.427203,50,998.316172
372.649157,50,999.009523
385.052427,50,999.691123
380.000883,50,1000.402378
386.414384,50,1001.110564
381.687868,50,1001.79493
386.387836,50,1002.473251
381.946098,50,1003.134667
387.905779,50,1003.816976
381.56037,50,1004.484503
382.01233,50,1005.159961
383.778429,50,1005.836301
380.182242,50,1006.571619
362.253588,50,1007.260972
378.551787,50,1007.923899
377.018935,50,1008.584077
384.614429,50,1009.898811
389.214564,50,1010.565183
381.628619,50,1011.27131
380.090138,50,1011.944777
379.882229,50,1012.614
379.413702,50,1013.291268
385.657414,50,1013.967953
384.751957,50,1014.641574
379.951495,50,1015.313863
378.684202,50,1016.056797
384.107642,50,1016.741322
392.343705,50,1017.406549
378.884444,50,1018.078486
388.38893,50,1018.755907
389.042807,50,1019.440671
388.376893,50,1020.115036
381.139073,50,1020.855852
381.785677,50,1021.527283
380.556751,50,1022.221539
384.340805,50,1022.889441
375.197255,50,1023.554156
386.487725,50,1024.231306
381.64327,50,1024.893408
384.823636,50,1025.560498
380.22532,50,1026.25547
383.682115,50,1026.945969
380.638795,50,1027.619612
378.435342,50,1028.292475
385.992049,50,1028.977324
385.461504,50,1029.662942
367.512202,50,1030.332926
386.219397,50,1031.068091
381.355799,50,1031.731097
385.788663,50,1032.402555
385.033673,50,1033.064251
379.77695,50,1033.789661
374.806364,50,1034.444375
383.32199,50,1035.114791
379.260433,50,1035.78
379.966434,50,1036.448857
382.098871,50,1037.646487
379.178553,50,1038.331134
381.170388,50,1039.050489
383.977177,50,1039.72644
381.118435,50,1040.404446
376.061072,50,1041.085398
378.794815,50,1041.76544
375.17877,50,1042.454679
387.692705,50,1043.131828
379.575969,50,1043.84765
382.394649,50,1044.53029
373.768946,50,1045.212272
383.02425,50,1045.889278
389.193998,50,1046.573514
381.817878,50,1047.247482
381.369142,50,1047.920293
372.206991,50,1048.639188
373.793466,50,1049.31941
386.040649,50,1049.999612
383.256923,50,1050.698611
378.650839,50,1051.371874
380.022981,50,1052.062206
389.734984,50,1052.734686
386.46264,50,1053.408509
376.779444,50,1054.08922
378.114859,50,1054.794492
377.730855,50,1055.459721
376.182848,50,1056.13536
385.365583,50,1056.8079
382.543624,50,1057.491502
385.311614,50,1058.170485
375.244096,50,1058.885129
375.339488,50,1059.542109
388.841015,50,1060.219048
381.412925,50,1060.878335
381.174325,50,1061.54374
381.647104,50,1062.229156
391.825074,50,1062.912277
380.848626,50,1063.571984
379.437788,50,1064.262707
385.126657,50,1065.449771
378.125018,50,1066.141971
383.107345,50,1066.816059
384.758489,50,1067.535687
387.019985,50,1068.24082
375.70255,50,1068.932169
379.494434,50,1069.611369
378.907417,50,1070.329661
382.501609,50,1071.011544
378.577032,50,1071.698477
382.794124,50,1072.376579
380.06212,50,1073.038207
386.76551,50,1073.715446
382.179052,50,1074.399522
380.718272,50,1075.07753
375.005805,50,1075.75319
382.41341,50,1076.437511
385.83418,50,1077.15033
381.666472,50,1077.8292
384.793552,50,1078.498434
374.211172,50,1079.282918
377.96866,50,1080.04019
385.575288,50,1080.740069
384.946098,50,1081.416932
379.560395,50,1082.103133
383.634334,50,1082.781309
381.532908,50,1083.460961
379.682334,50,1084.176732
378.114505,50,1084.851724
382.546831,50,1085.553299
379.642909,50,1086.235304
378.146924,50,1086.920807
379.642618,50,1087.596665
383.27631,50,1088.272428
378.689038,50,1088.952877
388.967421,50,1089.639432
373.606619,50,1090.318564
381.312342,50,1091.004748
380.402964,50,1091.681257
379.689847,50,1092.356871
377.126066,50,1093.633923
380.332233,50,1094.34853
377.10529,50,1095.022299
371.707013,50,1095.689734
383.485967,50,1096.370207
380.420773,50,1097.052588
378.183575,50,1097.724865
373.024703,50,1098.385953
376.435208,50,1099.059301
378.755144,50,1099.936353
384.438389,50,1100.654855
383.131902,50,1101.334203
381.032397,50,1102.148227
378.247699,50,1102.834478
385.890504,50,1103.482372
384.34321,50,1104.132035
385.007588,50,1104.841699
379.671842,50,1105.417999
371.771401,50,1106.001561
368.169662,50,1106.652807
369.909622,50,1107.345619
386.011353,50,1107.969428
386.943264,50,1108.537125
385.850189,50,1109.167788
382.03584,50,1109.844549
373.214233,50,1110.450635
379.641897,50,1111.029771
379.967654,50,1111.620524
377.755216,50,1112.287799
382.017005,50,1112.965894
380.287582,50,1113.709092
375.503318,50,1114.463548
375.901953,50,1115.065736
379.138571,50,1115.759024
377.157799,50,1116.459978
371.937679,50,1117.149584
367.074281,50,1117.85822
385.868123,50,1118.547966
372.029521,50,1119.281618
378.409213,50,1119.965233
376.832552,50,1121.181999
376.208637,50,1121.886406
387.042782,50,1122.578041
383.747506,50,1123.264198
383.373844,50,1123.965951
380.684071,50,1124.74216
378.681654,50,1125.709561
384.976574,50,1126.743567
380.124844,50,1127.648892
379.789782,50,1128.392907
388.844569,50,1129.109203
370.999265,50,1129.829044
365.414576,50,1130.548434
378.034108,50,1131.265495
376.911822,50,1132.007081
373.372123,50,1132.707386
380.815111,50,1133.451772
373.472798,50,1134.242962
375.962011,50,1135.027546
376.298152,50,1135.761783
376.213462,50,1136.570952
378.653294,50,1137.354382
376.121181,50,1138.11896
375.40231,50,1138.874061
377.029809,50,1139.631585
374.308529,50,1140.351303
383.018782,50,1141.104924
371.854328,50,1141.919867
380.114349,50,1142.541317
377.453568,50,1143.140959
372.582338,50,1143.70742
377.584444,50,1144.308391
381.517201,50,1145.028701
382.459455,50,1145.652705
375.83058,50,1146.217949
381.945963,50,1146.787086
379.730822,50,1147.360811
371.457408,50,1147.929087
377.217597,50,1148.503518
389.193224,50,1149.07441
384.823131,50,1150.1811
384.957964,50,1150.788006
376.405268,50,1151.400606
372.420774,50,1152.01567
376.98201,50,1152.578349
383.339178,50,1153.138948
380.467362,50,1153.705754
383.540376,50,1154.278273
385.013677,50,1154.852279
386.304,50,1155.431793
386.30337,50,1156.00358
382.421126,50,1156.587408
378.508236,50,1157.161578
379.485142,50,1157.73418
382.41233,50,1158.309271
381.092262,50,1158.887639
377.199086,50,1159.450815
385.486573,50,1160.013103
375.602361,50,1160.574433
380.093597,50,1161.137492
378.440375,50,1161.707274
368.66568,50,1162.293647
382.468185,50,1162.882912
380.60868,50,1163.465757
369.921592,50,1164.034696
385.77235,50,1164.630334
384.244772,50,1165.222912
377.892759,50,1165.802687
381.080296,50,1166.373739
378.427538,50,1166.948822
379.26206,50,1167.513529
376.695456,50,1168.082343
384.890991,50,1168.641489
380.147294,50,1169.217877
384.459546,50,1169.785644
386.181534,50,1170.344057
377.98125,50,1170.910414
379.636473,50,1171.487626
377.323919,50,1172.060321
377.857397,50,1172.64159
370.021627,50,1173.650775
380.853413,50,1174.260454
372.27475,50,1174.831793
374.148006,50,1175.42158
377.13065,50,1175.99062
373.848043,50,1176.56242
383.272,50,1177.131171
375.099083,50,1177.709406
382.082285,50,1178.278324
384.102679,50,1178.854545
376.06458,50,1179.432474
378.213556,50,1180.020066
377.788679,50,1180.607431
383.073662,50,1181.196057
379.89461,50,1181.76324
377.451947,50,1182.327893
377.270477,50,1182.898139
377.421233,50,1183.469305
387.177579,50,1184.032148
384.963592,50,1184.602055
383.791472,50,1185.16349
377.06282,50,1185.727011
378.715486,50,1186.324423
385.999343,50,1186.888848
382.969304,50,1187.453993
375.164221,50,1188.019062
382.452319,50,1188.603644
380.670924,50,1189.189507
379.147001,50,1189.762019
385.059833,50,1190.355201
382.204369,50,1190.925045
376.520777,50,1191.492867
384.554483,50,1192.059954
383.542169,50,1192.630289
381.723692,50,1193.190929
386.665819,50,1193.754897
384.856552,50,1194.329638
382.764658,50,1194.903848
372.010999,50,1195.477489
385.103556,50,1196.060238
376.178838,50,1197.069175
382.521423,50,1197.63943
377.793563,50,1198.217502
385.231001,50,1198.787154
369.185705,50,1199.352851
377.747705,50,1199.93096
386.301746,50,1200.491094
388.656502,50,1201.056317
385.223521,50,1201.615068
388.588252,50,1202.189393
372.772481,50,1202.752741
384.991747,50,1203.350116
382.651556,50,1203.934953
384.11873,50,1204.512986
379.39623,50,1205.091481
381.826438,50,1205.661418
382.167048,50,1206.244307
384.084357,50,1206.814705
382.808386,50,1207.384469
388.574334,50,1207.948779
377.144863,50,1208.596438
379.639514,50,1209.195731
385.125423,50,1209.801701
387.540065,50,1210.363565
387.087956,50,1210.929533
384.925015,50,1211.491126
383.512088,50,1212.062655
383.788588,50,1212.628302
384.107024,50,1213.189886
382.947637,50,1213.754864
384.656597,50,1214.339385
384.878872,50,1214.903897
384.876152,50,1215.47214
389.02603,50,1216.033326
381.870877,50,1216.606157
388.748918,50,1217.178021
391.16616,50,1217.764755
381.075646,50,1218.341779
385.116322,50,1218.902938
377.022245,50,1219.466578
376.631124,50,1220.470353
382.429656,50,1221.03457
384.421581,50,1221.606746
388.998488,50,1222.207821
372.790666,50,1222.768626
373.587798,50,1223.335845
379.802529,50,1223.906841
368.450649,50,1224.468434
382.645831,50,1225.033316
381.308548,50,1225.606928
373.661037,50,1226.166948
374.958001,50,1226.727605
391.396245,50,1227.293113
378.464957,50,1227.85225
379.965881,50,1228.418401
381.730157,50,1228.977675
381.185059,50,1229.542707
378.068631,50,1230.106326
377.131858,50,1230.670482
380.117343,50,1231.232793
390.822205,50,1231.827134
383.232672,50,1232.411192
381.75017,50,1232.983359
381.245831,50,1233.547016
383.542114,50,1234.105659
378.817286,50,1234.674852
377.690538,50,1235.238452
384.726036,50,1235.801263
380.310686,50,1236.35982
387.075256,50,1236.928534
377.716561,50,1237.489605
382.620817,50,1238.052095
387.120682,50,1238.611671
377.609912,50,1239.173133
383.860039,50,1239.735901
377.138616,50,1240.299392
381.99492,50,1240.862036
386.612223,50,1241.428579
371.458435,50,1241.998324
381.196713,50,1242.568984
383.977691,50,1243.579384
385.409559,50,1244.155517
382.960515,50,1244.717669
386.794533,50,1245.310208
377.722001,50,1245.877363
385.533835,50,1246.454003
386.232035,50,1247.017237
378.606472,50,1247.583758
384.347615,50,1248.16035
383.878952,50,1248.733757
389.613113,50,1249.308336
383.973516,50,1249.879801
372.96834,50,1250.469234
382.438806,50,1251.06681
387.202266,50,1251.631679
383.367079,50,1252.205407
380.757992,50,1252.778445
382.65953,50,1253.347357
387.820117,50,1253.956247
385.340829,50,1254.526588
388.911266,50,1255.088666
388.368817,50,1255.652029
387.470495,50,1256.211539
384.154955,50,1256.768234
382.11495,50,1257.337486
382.333953,50,1257.90607
379.585355,50,1258.464919
371.296158,50,1259.034998
377.385357,50,1259.606097
381.847141,50,1260.178166
386.046521,50,1260.737234
386.318371,50,1261.325471
374.225148,50,1261.898198
381.724698,50,1262.474941
385.308915,50,1263.053719
381.272265,50,1263.638867
386.749399,50,1264.204019
381.016592,50,1264.771969
384.085472,50,1265.354067
384.698135,50,1265.934144
